No.,Visible,Ref. Code,Compound Name,Chemical Formula,Score,SemiQuant [%],Cell,Display Color,Database ID,Subfiles
116,FALSE,00-001-1242,Copper,Cu,-,-,a 3.59700 - b 3.59700 - c 3.59700,Maroon,C:\Users\1\Documents\PANalytical\X'Pert HighScore Plus\PDF2-2004\,Inorganic
117,FALSE,00-001-1246,Lithium Iron Oxide,Li Fe O2,-,-,a 4.14100 - b 4.14100 - c 4.14100,Aqua,C:\Users\1\Documents\PANalytical\X'Pert HighScore Plus\PDF2-2004\,"Common Phase, Corrosion, Inorganic"
118,FALSE,00-001-1249,Carbon,C,-,-,a 3.56000 - b 3.56000 - c 3.56000,Fuchsia,C:\Users\1\Documents\PANalytical\X'Pert HighScore Plus\PDF2-2004\,"Inorganic, Mineral"
119,FALSE,00-001-1250,Chromium,Cr,-,-,a 2.89500 - b 2.89500 - c 2.89500,Yellow,C:\Users\1\Documents\PANalytical\X'Pert HighScore Plus\PDF2-2004\,Inorganic
120,FALSE,00-001-1251,Chromium,Cr,-,-,a 2.87200 - b 2.87200 - c 2.87200,Red,C:\Users\1\Documents\PANalytical\X'Pert HighScore Plus\PDF2-2004\,Inorganic
121,FALSE,00-001-1252,Iron,Fe,-,-,a 2.86000 - b 2.86000 - c 2.86000,Blue,C:\Users\1\Documents\PANalytical\X'Pert HighScore Plus\PDF2-2004\,Inorganic
122,FALSE,00-001-1257,Aluminum Iron,Al Fe,-,-,a 2.90300 - b 2.90300 - c 2.90300,Lime,C:\Users\1\Documents\PANalytical\X'Pert HighScore Plus\PDF2-2004\,"Alloy, metal or intermetalic, Common Phase, Inorganic"
123,FALSE,00-001-1258,Nickel,Ni,-,-,a 3.54000 - b 3.54000 - c 3.54000,Gray,C:\Users\1\Documents\PANalytical\X'Pert HighScore Plus\PDF2-2004\,Inorganic
124,FALSE,00-001-1259,Cobalt,Co,-,-,a 3.55400 - b 3.55400 - c 3.55400,Maroon,C:\Users\1\Documents\PANalytical\X'Pert HighScore Plus\PDF2-2004\,Inorganic
125,FALSE,00-001-1260,Nickel,Ni,-,-,a 3.51750 - b 3.51750 - c 3.51750,Aqua,C:\Users\1\Documents\PANalytical\X'Pert HighScore Plus\PDF2-2004\,Inorganic
126,FALSE,00-001-1261,Chromium,Cr,-,-,a 2.87870 - b 2.87870 - c 2.87870,Fuchsia,C:\Users\1\Documents\PANalytical\X'Pert HighScore Plus\PDF2-2004\,Inorganic
127,FALSE,00-001-1262,Iron,Fe,-,-,a 2.85700 - b 2.85700 - c 2.85700,Yellow,C:\Users\1\Documents\PANalytical\X'Pert HighScore Plus\PDF2-2004\,Inorganic
128,FALSE,00-001-1264,Lithium,Li,-,-,a 3.50000 - b 3.50000 - c 3.50000,Red,C:\Users\1\Documents\PANalytical\X'Pert HighScore Plus\PDF2-2004\,Inorganic
129,FALSE,00-001-1266,Nickel,Ni,-,-,a 3.49900 - b 3.49900 - c 3.49900,Blue,C:\Users\1\Documents\PANalytical\X'Pert HighScore Plus\PDF2-2004\,Inorganic
130,FALSE,00-001-1267,Iron,Fe,-,-,a 2.86070 - b 2.86070 - c 2.86070,Lime,C:\Users\1\Documents\PANalytical\X'Pert HighScore Plus\PDF2-2004\,Inorganic
131,FALSE,00-001-1269,Lithium Fluoride,Li F,-,-,a 4.01000 - b 4.01000 - c 4.01000,Gray,C:\Users\1\Documents\PANalytical\X'Pert HighScore Plus\PDF2-2004\,Inorganic
132,FALSE,00-001-1270,Lithium Fluoride,Li F,-,-,a 2.00700 - b 2.00700 - c 2.00700,Maroon,C:\Users\1\Documents\PANalytical\X'Pert HighScore Plus\PDF2-2004\,Inorganic
133,FALSE,00-001-1271,Iron Silicon,Fe Si,-,-,a 4.46000 - b 4.46000 - c 4.46000,Aqua,C:\Users\1\Documents\PANalytical\X'Pert HighScore Plus\PDF2-2004\,Inorganic
134,FALSE,00-001-1272,Nickel,Ni,-,-,a 2.76000 - b 2.76000 - c 2.76000,Fuchsia,C:\Users\1\Documents\PANalytical\X'Pert HighScore Plus\PDF2-2004\,Inorganic
135,FALSE,00-001-1274,Calcium Fluoride,Ca F2,-,-,a 5.45000 - b 5.45000 - c 5.45000,Yellow,C:\Users\1\Documents\PANalytical\X'Pert HighScore Plus\PDF2-2004\,"Inorganic, Mineral"
136,FALSE,00-001-1275,Beryllium Copper,Be Cu,-,-,a 2.71000 - b 2.71000 - c 2.71000,Red,C:\Users\1\Documents\PANalytical\X'Pert HighScore Plus\PDF2-2004\,"Alloy, metal or intermetalic, Inorganic"
137,FALSE,00-001-1295,Iron Sulfide,Fe S2,-,-,a 5.40500 - b 5.40500 - c 5.40500,Blue,C:\Users\1\Documents\PANalytical\X'Pert HighScore Plus\PDF2-2004\,"Inorganic, Mineral"
138,FALSE,00-001-1309,Tantalum,Ta,-,-,a 3.27200 - b 3.27200 - c 3.27200,Lime,C:\Users\1\Documents\PANalytical\X'Pert HighScore Plus\PDF2-2004\,Inorganic
139,FALSE,00-001-1310,Palladium,Pd,-,-,a 3.95000 - b 3.95000 - c 3.95000,Gray,C:\Users\1\Documents\PANalytical\X'Pert HighScore Plus\PDF2-2004\,Inorganic
140,FALSE,00-001-1311,Platinum,Pt,-,-,a 3.93000 - b 3.93000 - c 3.93000,Maroon,C:\Users\1\Documents\PANalytical\X'Pert HighScore Plus\PDF2-2004\,Inorganic
141,FALSE,00-001-1312,Palladium,Pd,-,-,a 3.86000 - b 3.86000 - c 3.86000,Aqua,C:\Users\1\Documents\PANalytical\X'Pert HighScore Plus\PDF2-2004\,Inorganic
142,FALSE,00-001-1314,Uranium,U,-,-,a 3.43000 - b 3.43000 - c 3.43000,Fuchsia,C:\Users\1\Documents\PANalytical\X'Pert HighScore Plus\PDF2-2004\,Inorganic
143,FALSE,00-002-0301,Lithium Nitride,Li3 N,-,-,a 5.50000 - b 5.50000 - c 5.50000,Yellow,C:\Users\1\Documents\PANalytical\X'Pert HighScore Plus\PDF2-2004\,"Alloy, metal or intermetalic, Inorganic"
144,FALSE,00-002-0321,Cesium Gold Chloride,Cs2 Au ( Au Cl6 ),-,-,a 5.33000 - b 5.33000 - c 5.33000,Red,C:\Users\1\Documents\PANalytical\X'Pert HighScore Plus\PDF2-2004\,Inorganic
145,FALSE,00-002-0322,Cesium Silver Gold Chloride,Cs2 Au Ag Cl6,-,-,a 5.33000 - b 5.33000 - c 5.33000,Blue,C:\Users\1\Documents\PANalytical\X'Pert HighScore Plus\PDF2-2004\,Inorganic
146,FALSE,00-002-0454,Cadmium Sulfide,Cd S,-,-,a 5.82000 - b 5.82000 - c 5.82000,Lime,C:\Users\1\Documents\PANalytical\X'Pert HighScore Plus\PDF2-2004\,Inorganic
147,FALSE,00-002-0463,Mercury Zinc Sulfide,"( Hg , Zn ) S",-,-,a 5.80000 - b 5.80000 - c 5.80000,Gray,C:\Users\1\Documents\PANalytical\X'Pert HighScore Plus\PDF2-2004\,"Alloy, metal or intermetalic, Corrosion, Inorganic"
148,FALSE,00-002-0479,Zinc Selenide,Zn Se,-,-,a 5.65000 - b 5.65000 - c 5.65000,Maroon,C:\Users\1\Documents\PANalytical\X'Pert HighScore Plus\PDF2-2004\,Inorganic
149,FALSE,00-002-0501,Europium,Eu,-,-,a 4.58100 - b 4.58100 - c 4.58100,Aqua,C:\Users\1\Documents\PANalytical\X'Pert HighScore Plus\PDF2-2004\,"Alloy, metal or intermetalic, Inorganic"
150,FALSE,00-002-0512,Thorium Uranium Lead Oxide,"( Th , U , Pb ) O2",-,-,a 5.57000 - b 5.57000 - c 5.57000,Fuchsia,C:\Users\1\Documents\PANalytical\X'Pert HighScore Plus\PDF2-2004\,"Inorganic, Mineral"
151,FALSE,00-002-0539,Lead Oxide,Pb2 O3,-,-,a 5.50000 - b 5.50000 - c 5.50000,Yellow,C:\Users\1\Documents\PANalytical\X'Pert HighScore Plus\PDF2-2004\,"Alloy, metal or intermetalic, Inorganic"
152,FALSE,00-002-0561,Silicon,Si,-,-,a 5.41800 - b 5.41800 - c 5.41800,Red,C:\Users\1\Documents\PANalytical\X'Pert HighScore Plus\PDF2-2004\,Inorganic
153,FALSE,00-002-0564,Zinc Sulfide,Zn S,-,-,a 5.43000 - b 5.43000 - c 5.43000,Blue,C:\Users\1\Documents\PANalytical\X'Pert HighScore Plus\PDF2-2004\,"Inorganic, Mineral"
154,FALSE,00-002-0565,Zinc Sulfide,Zn S,-,-,a 5.40000 - b 5.40000 - c 5.40000,Lime,C:\Users\1\Documents\PANalytical\X'Pert HighScore Plus\PDF2-2004\,"Inorganic, Mineral"
155,FALSE,00-002-0605,Copper Iron Germanium Sulfide,"Cu3 ( Fe , Ge ) S4",-,-,a 5.29000 - b 5.29000 - c 5.29000,Gray,C:\Users\1\Documents\PANalytical\X'Pert HighScore Plus\PDF2-2004\,"Inorganic, Mineral"
156,FALSE,00-002-0607,Lanthanum,La,-,-,a 5.30400 - b 5.30400 - c 5.30400,Maroon,C:\Users\1\Documents\PANalytical\X'Pert HighScore Plus\PDF2-2004\,"Alloy, metal or intermetalic, Common Phase, Inorganic"
157,FALSE,00-002-0640,Lithium Chloride,Li Cl,-,-,a 5.14000 - b 5.14000 - c 5.14000,Aqua,C:\Users\1\Documents\PANalytical\X'Pert HighScore Plus\PDF2-2004\,Inorganic
158,FALSE,00-002-0692,Praseodymium,Pr,-,-,a 5.15900 - b 5.15900 - c 5.15900,Fuchsia,C:\Users\1\Documents\PANalytical\X'Pert HighScore Plus\PDF2-2004\,"Alloy, metal or intermetalic, Common Phase, Educational pattern, Inorganic"
159,FALSE,00-002-0739,Sodium Carbon Nitrogen,Na C N,-,-,a 5.83000 - b 5.83000 - c 5.83000,Yellow,C:\Users\1\Documents\PANalytical\X'Pert HighScore Plus\PDF2-2004\,Inorganic
160,FALSE,00-002-0746,Thorium Phosphide,Th P0.7,-,-,a 5.82900 - b 5.82900 - c 5.82900,Red,C:\Users\1\Documents\PANalytical\X'Pert HighScore Plus\PDF2-2004\,Inorganic
161,FALSE,00-002-0758,Calcium Chloride Oxide,Ca ( Cl O2 )2,-,-,a 5.81000 - b 5.81000 - c 5.81000,Blue,C:\Users\1\Documents\PANalytical\X'Pert HighScore Plus\PDF2-2004\,Inorganic
162,FALSE,00-002-0762,Sodium Chloride Cyanide,Na Cl ! Na C N,-,-,a 5.78000 - b 5.78000 - c 5.78000,Lime,C:\Users\1\Documents\PANalytical\X'Pert HighScore Plus\PDF2-2004\,Inorganic
163,FALSE,00-002-0778,Sodium Chloride Cyanide,"Na ( Cl , C N )",-,-,a 5.74000 - b 5.74000 - c 5.74000,Gray,C:\Users\1\Documents\PANalytical\X'Pert HighScore Plus\PDF2-2004\,"Common Phase, Inorganic"
164,FALSE,00-002-0789,Strontium Thallium,Sr Tl,-,-,a 4.02400 - b 4.02400 - c 4.02400,Maroon,C:\Users\1\Documents\PANalytical\X'Pert HighScore Plus\PDF2-2004\,Inorganic
165,FALSE,00-002-0790,Lead Oxide,Pb2 O,-,-,a 5.38000 - b 5.38000 - c 5.38000,Aqua,C:\Users\1\Documents\PANalytical\X'Pert HighScore Plus\PDF2-2004\,"Alloy, metal or intermetalic, Inorganic"
166,FALSE,00-002-0797,Sodium Chloride Cyanide,Na Cl ! Na C N,-,-,a 5.68000 - b 5.68000 - c 5.68000,Fuchsia,C:\Users\1\Documents\PANalytical\X'Pert HighScore Plus\PDF2-2004\,Inorganic
167,FALSE,00-002-0799,Lead,Pb,-,-,a 4.93960 - b 4.93960 - c 4.93960,Yellow,C:\Users\1\Documents\PANalytical\X'Pert HighScore Plus\PDF2-2004\,Inorganic
168,FALSE,00-002-0801,Potassium Niobium Oxide,K2 Nb2 O6,-,-,a 4.00500 - b 4.00500 - c 4.00500,Red,C:\Users\1\Documents\PANalytical\X'Pert HighScore Plus\PDF2-2004\,Inorganic
169,FALSE,00-002-0809,Sodium Hydride,Na H,-,-,a 4.88300 - b 4.88300 - c 4.88300,Blue,C:\Users\1\Documents\PANalytical\X'Pert HighScore Plus\PDF2-2004\,"Alloy, metal or intermetalic, Forensic, Inorganic"
170,FALSE,00-002-0811,Lead,Pb,-,-,a 4.93960 - b 4.93960 - c 4.93960,Lime,C:\Users\1\Documents\PANalytical\X'Pert HighScore Plus\PDF2-2004\,Inorganic
171,FALSE,00-002-0814,Cobalt Arsenic Sulfide,Co As S,-,-,a 5.58000 - b 5.58000 - c 5.58000,Gray,C:\Users\1\Documents\PANalytical\X'Pert HighScore Plus\PDF2-2004\,"Inorganic, Mineral"
172,FALSE,00-002-0818,Sodium Chloride,Na Cl,-,-,a 5.62800 - b 5.62800 - c 5.62800,Maroon,C:\Users\1\Documents\PANalytical\X'Pert HighScore Plus\PDF2-2004\,"Inorganic, Mineral, Pharmaceutical"
173,FALSE,00-002-0822,Potassium Tantalum Oxide,K Ta O3,-,-,a 3.98900 - b 3.98900 - c 3.98900,Aqua,C:\Users\1\Documents\PANalytical\X'Pert HighScore Plus\PDF2-2004\,Inorganic
174,FALSE,00-002-0848,Silver Chloride,Ag Cl,-,-,a 5.54500 - b 5.54500 - c 5.54500,Fuchsia,C:\Users\1\Documents\PANalytical\X'Pert HighScore Plus\PDF2-2004\,"Inorganic, Mineral"
175,FALSE,00-002-0850,Iron Nickel Sulfide,"( Fe , Ni ) S2",-,-,a 5.57000 - b 5.57000 - c 5.57000,Yellow,C:\Users\1\Documents\PANalytical\X'Pert HighScore Plus\PDF2-2004\,"Alloy, metal or intermetalic, Corrosion, Inorganic, Mineral"
176,FALSE,00-002-0855,Cadmium Lanthanum,Cd La,-,-,a 3.90400 - b 3.90400 - c 3.90400,Red,C:\Users\1\Documents\PANalytical\X'Pert HighScore Plus\PDF2-2004\,Inorganic
177,FALSE,00-002-0857,Zirconium Carbide,Zr C,-,-,a 4.76000 - b 4.76000 - c 4.76000,Blue,C:\Users\1\Documents\PANalytical\X'Pert HighScore Plus\PDF2-2004\,Inorganic
178,FALSE,00-002-0861,Sodium Niobium Oxide,Na2 Nb2 O6,-,-,a 3.88900 - b 3.88900 - c 3.88900,Lime,C:\Users\1\Documents\PANalytical\X'Pert HighScore Plus\PDF2-2004\,Inorganic
179,FALSE,00-002-0862,Zirconium Hydride,Zr H,-,-,a 4.76600 - b 4.76600 - c 4.76600,Gray,C:\Users\1\Documents\PANalytical\X'Pert HighScore Plus\PDF2-2004\,Inorganic
180,FALSE,00-002-0873,Sodium Tantalum Oxide,Na Ta O3,-,-,a 3.88800 - b 3.88800 - c 3.88800,Maroon,C:\Users\1\Documents\PANalytical\X'Pert HighScore Plus\PDF2-2004\,Inorganic
181,FALSE,00-002-0876,Thallium,Tl,-,-,a 3.87400 - b 3.87400 - c 3.87400,Aqua,C:\Users\1\Documents\PANalytical\X'Pert HighScore Plus\PDF2-2004\,"Alloy, metal or intermetalic, Inorganic"
182,FALSE,00-002-0881,Calcium Silicon,Ca2 Si,-,-,a 4.73000 - b 4.73000 - c 4.73000,Fuchsia,C:\Users\1\Documents\PANalytical\X'Pert HighScore Plus\PDF2-2004\,Inorganic
183,FALSE,00-002-0887,Ammonium Chloride,N H4 Cl,-,-,a 3.86000 - b 3.86000 - c 3.86000,Yellow,C:\Users\1\Documents\PANalytical\X'Pert HighScore Plus\PDF2-2004\,"Inorganic, Mineral, Pharmaceutical"
184,FALSE,00-002-0907,Calcium Titanium Oxide,Ca Ti O3,-,-,a 3.82000 - b 3.82000 - c 3.82000,Red,C:\Users\1\Documents\PANalytical\X'Pert HighScore Plus\PDF2-2004\,Inorganic
185,FALSE,00-002-0942,Titanium Carbide,Ti C,-,-,a 4.60000 - b 4.60000 - c 4.60000,Blue,C:\Users\1\Documents\PANalytical\X'Pert HighScore Plus\PDF2-2004\,Inorganic
186,FALSE,00-002-0943,Titanium Carbide,Ti C,-,-,a 4.60000 - b 4.60000 - c 4.60000,Lime,C:\Users\1\Documents\PANalytical\X'Pert HighScore Plus\PDF2-2004\,Inorganic
187,FALSE,00-002-0956,Zirconium Nitride,Zr N,-,-,a 4.56000 - b 4.56000 - c 4.56000,Gray,C:\Users\1\Documents\PANalytical\X'Pert HighScore Plus\PDF2-2004\,"Alloy, metal or intermetalic, Inorganic"
188,FALSE,00-002-0966,Potassium Fluoride,K F,-,-,a 2.66000 - b 2.66000 - c 2.66000,Maroon,C:\Users\1\Documents\PANalytical\X'Pert HighScore Plus\PDF2-2004\,Inorganic
189,FALSE,00-002-0974,Cerium Zinc,Ce Zn,-,-,a 3.70400 - b 3.70400 - c 3.70400,Aqua,C:\Users\1\Documents\PANalytical\X'Pert HighScore Plus\PDF2-2004\,Inorganic
190,FALSE,00-002-0990,Manganese Sulfide,Mn +2 S,-,-,a 5.21400 - b 5.21400 - c 5.21400,Fuchsia,C:\Users\1\Documents\PANalytical\X'Pert HighScore Plus\PDF2-2004\,"Inorganic, Mineral"
191,FALSE,00-002-0994,Praseodymium Zinc,Pr Zn,-,-,a 3.67800 - b 3.67800 - c 3.67800,Yellow,C:\Users\1\Documents\PANalytical\X'Pert HighScore Plus\PDF2-2004\,"Alloy, metal or intermetalic, Inorganic"
192,FALSE,00-002-0998,Silver Sulfide,Ag2 S,-,-,a 4.88000 - b 4.88000 - c 4.88000,Red,C:\Users\1\Documents\PANalytical\X'Pert HighScore Plus\PDF2-2004\,"Inorganic, Mineral"
193,FALSE,00-002-1023,Tantalum Carbide,Ta C,-,-,a 4.44600 - b 4.44600 - c 4.44600,Blue,C:\Users\1\Documents\PANalytical\X'Pert HighScore Plus\PDF2-2004\,Inorganic
194,FALSE,00-002-1031,Niobium Carbide,Nb C,-,-,a 4.40000 - b 4.40000 - c 4.40000,Lime,C:\Users\1\Documents\PANalytical\X'Pert HighScore Plus\PDF2-2004\,Inorganic
195,FALSE,00-002-1050,Silicon Carbide,Si C,-,-,a 4.34900 - b 4.34900 - c 4.34900,Gray,C:\Users\1\Documents\PANalytical\X'Pert HighScore Plus\PDF2-2004\,Inorganic
196,FALSE,00-002-1053,Cobalt Arsenic Sulfide,Co As S,-,-,a 5.58000 - b 5.58000 - c 5.58000,Maroon,C:\Users\1\Documents\PANalytical\X'Pert HighScore Plus\PDF2-2004\,"Inorganic, Mineral"
197,FALSE,00-002-1054,Copper Hydride,Cu H,-,-,a 4.33000 - b 4.33000 - c 4.33000,Aqua,C:\Users\1\Documents\PANalytical\X'Pert HighScore Plus\PDF2-2004\,Inorganic
198,FALSE,00-002-1063,Vanadium Carbide,V C,-,-,a 4.30000 - b 4.30000 - c 4.30000,Fuchsia,C:\Users\1\Documents\PANalytical\X'Pert HighScore Plus\PDF2-2004\,Inorganic
199,FALSE,00-002-1064,Vanadium Nitride,V N,-,-,a 4.29000 - b 4.29000 - c 4.29000,Yellow,C:\Users\1\Documents\PANalytical\X'Pert HighScore Plus\PDF2-2004\,Inorganic
200,FALSE,00-002-1088,Calcium Oxide,Ca O,-,-,a 4.79700 - b 4.79700 - c 4.79700,Red,C:\Users\1\Documents\PANalytical\X'Pert HighScore Plus\PDF2-2004\,"Alloy, metal or intermetalic, Inorganic, Pharmaceutical"
201,FALSE,00-002-1089,Ammonium Cadmium Nitrite,( N H4 ) Cd ( N O2 )3,-,-,a 5.36600 - b 5.36600 - c 5.36600,Blue,C:\Users\1\Documents\PANalytical\X'Pert HighScore Plus\PDF2-2004\,Inorganic
202,FALSE,00-002-1095,Gold,Au,-,-,a 4.06800 - b 4.06800 - c 4.06800,Lime,C:\Users\1\Documents\PANalytical\X'Pert HighScore Plus\PDF2-2004\,Inorganic
203,FALSE,00-002-1098,Silver,Ag,-,-,a 4.07720 - b 4.07720 - c 4.07720,Gray,C:\Users\1\Documents\PANalytical\X'Pert HighScore Plus\PDF2-2004\,Inorganic
204,FALSE,00-002-1102,Cadmium Oxide,Cd O,-,-,a 4.68960 - b 4.68960 - c 4.68960,Maroon,C:\Users\1\Documents\PANalytical\X'Pert HighScore Plus\PDF2-2004\,"Alloy, metal or intermetalic, Inorganic"
205,FALSE,00-002-1104,Tantalum,Ta,-,-,a 3.29800 - b 3.29800 - c 3.29800,Aqua,C:\Users\1\Documents\PANalytical\X'Pert HighScore Plus\PDF2-2004\,Inorganic
206,FALSE,00-002-1108,Niobium,Nb,-,-,a 3.30100 - b 3.30100 - c 3.30100,Fuchsia,C:\Users\1\Documents\PANalytical\X'Pert HighScore Plus\PDF2-2004\,Inorganic
207,FALSE,00-002-1109,Aluminum,Al,-,-,a 4.01430 - b 4.01430 - c 4.01430,Yellow,C:\Users\1\Documents\PANalytical\X'Pert HighScore Plus\PDF2-2004\,Inorganic
208,FALSE,00-002-1111,Lithium Fluoride,Li F,-,-,a 4.02000 - b 4.02000 - c 4.02000,Red,C:\Users\1\Documents\PANalytical\X'Pert HighScore Plus\PDF2-2004\,Inorganic
209,FALSE,00-002-1115,Sodium Fluoride,Na F,-,-,a 4.61000 - b 4.61000 - c 4.61000,Blue,C:\Users\1\Documents\PANalytical\X'Pert HighScore Plus\PDF2-2004\,"Inorganic, Mineral, Pharmaceutical"
210,FALSE,00-002-1131,Lithium Silver,Li Ag,-,-,a 3.22000 - b 3.22000 - c 3.22000,Lime,C:\Users\1\Documents\PANalytical\X'Pert HighScore Plus\PDF2-2004\,Inorganic
211,FALSE,00-002-1138,Tungsten Oxide,W3 O,-,-,a 5.05000 - b 5.05000 - c 5.05000,Gray,C:\Users\1\Documents\PANalytical\X'Pert HighScore Plus\PDF2-2004\,"Alloy, metal or intermetalic, Inorganic"
212,FALSE,00-002-1146,Cesium Mercury Nitrite,Cs Hg ( N O2 )3,-,-,a 5.48600 - b 5.48600 - c 5.48600,Maroon,C:\Users\1\Documents\PANalytical\X'Pert HighScore Plus\PDF2-2004\,Inorganic
213,FALSE,00-002-1148,Rubidium Mercury Nitrite,Rb Hg ( N O2 )3,-,-,a 5.46100 - b 5.46100 - c 5.46100,Aqua,C:\Users\1\Documents\PANalytical\X'Pert HighScore Plus\PDF2-2004\,Inorganic
214,FALSE,00-002-1154,Silicon Fluoride,Si F4,-,-,a 5.41000 - b 5.41000 - c 5.41000,Fuchsia,C:\Users\1\Documents\PANalytical\X'Pert HighScore Plus\PDF2-2004\,Inorganic
215,FALSE,00-002-1155,Iridium,Ir,-,-,a 3.83120 - b 3.83120 - c 3.83120,Yellow,C:\Users\1\Documents\PANalytical\X'Pert HighScore Plus\PDF2-2004\,Inorganic
216,FALSE,00-002-1156,Copper Nitride,Cu3 N,-,-,a 3.81500 - b 3.81500 - c 3.81500,Red,C:\Users\1\Documents\PANalytical\X'Pert HighScore Plus\PDF2-2004\,"Alloy, metal or intermetalic, Inorganic"
217,FALSE,00-002-1158,Manganese Oxide,Mn +2 O,-,-,a 4.41000 - b 4.41000 - c 4.41000,Blue,C:\Users\1\Documents\PANalytical\X'Pert HighScore Plus\PDF2-2004\,"Alloy, metal or intermetalic, Inorganic, Mineral"
218,FALSE,00-002-1159,Titanium Nitride,Ti N,-,-,a 4.40000 - b 4.40000 - c 4.40000,Lime,C:\Users\1\Documents\PANalytical\X'Pert HighScore Plus\PDF2-2004\,Inorganic
219,FALSE,00-002-1161,Cesium Cadmium Nitrite,Cs Cd ( N O2 )3,-,-,a 5.40100 - b 5.40100 - c 5.40100,Gray,C:\Users\1\Documents\PANalytical\X'Pert HighScore Plus\PDF2-2004\,Inorganic
220,FALSE,00-002-1162,Rubidium Cadmium Nitrite,Rb Cd ( N O2 )3,-,-,a 5.38600 - b 5.38600 - c 5.38600,Maroon,C:\Users\1\Documents\PANalytical\X'Pert HighScore Plus\PDF2-2004\,Inorganic
221,FALSE,00-002-1164,Thallium Mercury Nitrite,Tl Hg ( N O2 )3,-,-,a 5.39600 - b 5.39600 - c 5.39600,Aqua,C:\Users\1\Documents\PANalytical\X'Pert HighScore Plus\PDF2-2004\,Inorganic
222,FALSE,00-002-1171,Thallium Cadmium Nitrite,Tl Cd ( N O2 )6,-,-,a 5.35100 - b 5.35100 - c 5.35100,Fuchsia,C:\Users\1\Documents\PANalytical\X'Pert HighScore Plus\PDF2-2004\,Inorganic
223,FALSE,00-002-1173,Potassium Cadmium Nitrite,K Cd ( N O2 )3,-,-,a 5.33600 - b 5.33600 - c 5.33600,Yellow,C:\Users\1\Documents\PANalytical\X'Pert HighScore Plus\PDF2-2004\,Inorganic
224,FALSE,00-002-1179,Titanium Carbide,Ti C,-,-,a 4.31000 - b 4.31000 - c 4.31000,Red,C:\Users\1\Documents\PANalytical\X'Pert HighScore Plus\PDF2-2004\,Inorganic
225,FALSE,00-002-1180,Iron Oxide,Fe O,-,-,a 4.29600 - b 4.29600 - c 4.29600,Blue,C:\Users\1\Documents\PANalytical\X'Pert HighScore Plus\PDF2-2004\,"Alloy, metal or intermetalic, Inorganic, Mineral"
226,FALSE,00-002-1186,Iron Oxide,Fe O,-,-,a 4.29000 - b 4.29000 - c 4.29000,Lime,C:\Users\1\Documents\PANalytical\X'Pert HighScore Plus\PDF2-2004\,"Alloy, metal or intermetalic, Inorganic, Mineral"
227,FALSE,00-002-1196,Titanium Oxide,Ti O,-,-,a 4.23500 - b 4.23500 - c 4.23500,Gray,C:\Users\1\Documents\PANalytical\X'Pert HighScore Plus\PDF2-2004\,"Alloy, metal or intermetalic, Inorganic"
228,FALSE,00-002-1205,Arsenic Copper,As Cu,-,-,a 3.64000 - b 3.64000 - c 3.64000,Maroon,C:\Users\1\Documents\PANalytical\X'Pert HighScore Plus\PDF2-2004\,Inorganic
229,FALSE,00-002-1207,Magnesium Oxide,Mg O,-,-,a 4.20000 - b 4.20000 - c 4.20000,Aqua,C:\Users\1\Documents\PANalytical\X'Pert HighScore Plus\PDF2-2004\,"Alloy, metal or intermetalic, Inorganic, Mineral, Pharmaceutical"
230,FALSE,00-002-1216,Nickel Oxide,Ni O,-,-,a 4.17200 - b 4.17200 - c 4.17200,Fuchsia,C:\Users\1\Documents\PANalytical\X'Pert HighScore Plus\PDF2-2004\,"Alloy, metal or intermetalic, Inorganic, Mineral"
231,FALSE,00-002-1217,Cobalt Oxide,Co O,-,-,a 4.22000 - b 4.22000 - c 4.22000,Yellow,C:\Users\1\Documents\PANalytical\X'Pert HighScore Plus\PDF2-2004\,"Alloy, metal or intermetalic, Inorganic"
232,FALSE,00-002-1225,Copper,Cu,-,-,a 3.60700 - b 3.60700 - c 3.60700,Red,C:\Users\1\Documents\PANalytical\X'Pert HighScore Plus\PDF2-2004\,Inorganic
233,FALSE,00-002-1231,Copper Zinc,Cu Zn,-,-,a 2.94800 - b 2.94800 - c 2.94800,Blue,C:\Users\1\Documents\PANalytical\X'Pert HighScore Plus\PDF2-2004\,"Alloy, metal or intermetalic, Common Phase, Inorganic, Mineral"
234,FALSE,00-002-1237,Lithium Iron Oxide,Li Fe O2,-,-,a 4.14000 - b 4.14000 - c 4.14000,Lime,C:\Users\1\Documents\PANalytical\X'Pert HighScore Plus\PDF2-2004\,Inorganic
235,FALSE,00-002-1248,Carbon,C,-,-,a 3.55970 - b 3.55970 - c 3.55970,Gray,C:\Users\1\Documents\PANalytical\X'Pert HighScore Plus\PDF2-2004\,"Inorganic, Mineral"
236,FALSE,00-002-1261,Aluminum Nickel,Al Ni,-,-,a 2.88000 - b 2.88000 - c 2.88000,Maroon,C:\Users\1\Documents\PANalytical\X'Pert HighScore Plus\PDF2-2004\,"Alloy, metal or intermetalic, Inorganic"
237,FALSE,00-002-1267,Iron Silicon,Fe Si,-,-,a 4.48000 - b 4.48000 - c 4.48000,Aqua,C:\Users\1\Documents\PANalytical\X'Pert HighScore Plus\PDF2-2004\,Inorganic
238,FALSE,00-002-1274,Aluminum Arsenic,Al As,-,-,a 5.63000 - b 5.63000 - c 5.63000,Fuchsia,C:\Users\1\Documents\PANalytical\X'Pert HighScore Plus\PDF2-2004\,Inorganic
