No.,Visible,Ref. Code,Compound Name,Chemical Formula,Score,SemiQuant [%],Cell,Display Color,Database ID,Subfiles
4546,FALSE,01-083-0434,Yttrium Zirconium Titanium Oxide,Y2 ( ( Zr0.9 Ti0.1 )2 O7 ),-,-,a 5.19290 - b 5.19290 - c 5.19290,Lime,C:\Users\1\Documents\PANalytical\X'Pert HighScore Plus\PDF2-2004\,"Corrosion, ICSD Pattern, Inorganic"
4547,FALSE,01-083-0515,Calcium Boron,Ca B5.868,-,-,a 4.15250 - b 4.15250 - c 4.15250,Gray,C:\Users\1\Documents\PANalytical\X'Pert HighScore Plus\PDF2-2004\,"Alloy, metal or intermetalic, Corrosion, ICSD Pattern, Inorganic"
4548,FALSE,01-083-0533,Barium Cerium Oxide,Ba ( Ce O3 ),-,-,a 4.44467 - b 4.44467 - c 4.44467,Maroon,C:\Users\1\Documents\PANalytical\X'Pert HighScore Plus\PDF2-2004\,"ICSD Pattern, Inorganic"
4549,FALSE,01-083-0573,Cobalt Sulfide,Co S1.97,-,-,a 5.53850 - b 5.53850 - c 5.53850,Aqua,C:\Users\1\Documents\PANalytical\X'Pert HighScore Plus\PDF2-2004\,"Alloy, metal or intermetalic, Corrosion, ICSD Pattern, Inorganic"
4550,FALSE,01-083-0574,Nickel Sulfide,Ni S1.97,-,-,a 5.68650 - b 5.68650 - c 5.68650,Fuchsia,C:\Users\1\Documents\PANalytical\X'Pert HighScore Plus\PDF2-2004\,"Alloy, metal or intermetalic, Corrosion, ICSD Pattern, Inorganic, Mineral"
4551,FALSE,01-083-0575,Nickel Sulfide,Ni S1.97,-,-,a 5.67650 - b 5.67650 - c 5.67650,Yellow,C:\Users\1\Documents\PANalytical\X'Pert HighScore Plus\PDF2-2004\,"Alloy, metal or intermetalic, Corrosion, ICSD Pattern, Inorganic, Mineral"
4552,FALSE,01-083-0816,Sodium Cerium Sulfide,Na Ce S2,-,-,a 5.82860 - b 5.82860 - c 5.82860,Red,C:\Users\1\Documents\PANalytical\X'Pert HighScore Plus\PDF2-2004\,"Alloy, metal or intermetalic, ICSD Pattern, Inorganic"
4553,FALSE,01-083-0831,Cobalt Nitride,Co N,-,-,a 4.29700 - b 4.29700 - c 4.29700,Blue,C:\Users\1\Documents\PANalytical\X'Pert HighScore Plus\PDF2-2004\,"Alloy, metal or intermetalic, Corrosion, ICSD Pattern, Inorganic"
4554,FALSE,01-083-0875,Iron Nitride,Fe4 N,-,-,a 3.79000 - b 3.79000 - c 3.79000,Lime,C:\Users\1\Documents\PANalytical\X'Pert HighScore Plus\PDF2-2004\,"Alloy, metal or intermetalic, Corrosion, ICSD Pattern, Inorganic, Mineral"
4555,FALSE,01-083-1356,Neodymium Oxide,Nd2 O3,-,-,a 4.41000 - b 4.41000 - c 4.41000,Gray,C:\Users\1\Documents\PANalytical\X'Pert HighScore Plus\PDF2-2004\,"Alloy, metal or intermetalic, Corrosion, ICSD Pattern, Inorganic"
4556,FALSE,01-083-1455,Cobalt Iron Nickel Sulfide,Co0.80 Fe0.11 Ni0.09 S2,-,-,a 5.53870 - b 5.53870 - c 5.53870,Maroon,C:\Users\1\Documents\PANalytical\X'Pert HighScore Plus\PDF2-2004\,"Alloy, metal or intermetalic, Corrosion, ICSD Pattern, Inorganic, Mineral"
4557,FALSE,01-083-1619,Copper Sulfide,Cu S2,-,-,a 5.78910 - b 5.78910 - c 5.78910,Aqua,C:\Users\1\Documents\PANalytical\X'Pert HighScore Plus\PDF2-2004\,"Alloy, metal or intermetalic, Corrosion, ICSD Pattern, Inorganic"
4558,FALSE,01-083-1635,Iron Titanium,Fe Ti,-,-,a 2.97500 - b 2.97500 - c 2.97500,Fuchsia,C:\Users\1\Documents\PANalytical\X'Pert HighScore Plus\PDF2-2004\,"Alloy, metal or intermetalic, Corrosion, ICSD Pattern, Inorganic"
4559,FALSE,01-083-1636,Iron Titanium,Fe0.988 Ti,-,-,a 2.97500 - b 2.97500 - c 2.97500,Yellow,C:\Users\1\Documents\PANalytical\X'Pert HighScore Plus\PDF2-2004\,"Alloy, metal or intermetalic, Corrosion, ICSD Pattern, Inorganic"
4560,FALSE,01-083-1666,Palladium Fluoride,Pd F2,-,-,a 5.32900 - b 5.32900 - c 5.32900,Red,C:\Users\1\Documents\PANalytical\X'Pert HighScore Plus\PDF2-2004\,"Corrosion, ICSD Pattern, Inorganic"
4561,FALSE,01-083-1667,Palladium Fluoride,Pd F2,-,-,a 5.32900 - b 5.32900 - c 5.32900,Blue,C:\Users\1\Documents\PANalytical\X'Pert HighScore Plus\PDF2-2004\,"Corrosion, ICSD Pattern, Inorganic"
4562,FALSE,01-083-1728,Sodium Chloride,Na Cl,-,-,a 5.45330 - b 5.45330 - c 5.45330,Lime,C:\Users\1\Documents\PANalytical\X'Pert HighScore Plus\PDF2-2004\,"ICSD Pattern, Inorganic, Mineral, Pharmaceutical"
4563,FALSE,01-083-1863,Calcium Tin Oxide,Ca3 Sn O,-,-,a 4.83400 - b 4.83400 - c 4.83400,Gray,C:\Users\1\Documents\PANalytical\X'Pert HighScore Plus\PDF2-2004\,"Corrosion, ICSD Pattern, Inorganic"
4564,FALSE,01-083-1864,Strontium Tin Oxide,Sr3 Sn O,-,-,a 5.12000 - b 5.12000 - c 5.12000,Maroon,C:\Users\1\Documents\PANalytical\X'Pert HighScore Plus\PDF2-2004\,"Corrosion, ICSD Pattern, Inorganic"
4565,FALSE,01-083-1865,Calcium Lead Oxide,Ca3 Pb O,-,-,a 4.84700 - b 4.84700 - c 4.84700,Aqua,C:\Users\1\Documents\PANalytical\X'Pert HighScore Plus\PDF2-2004\,"Corrosion, ICSD Pattern, Inorganic"
4566,FALSE,01-083-1866,Strontium Lead Oxide,Sr3 Pb O,-,-,a 5.15000 - b 5.15000 - c 5.15000,Fuchsia,C:\Users\1\Documents\PANalytical\X'Pert HighScore Plus\PDF2-2004\,"Corrosion, ICSD Pattern, Inorganic"
4567,FALSE,01-083-1867,Barium Lead Oxide,Ba3 Pb O,-,-,a 5.45900 - b 5.45900 - c 5.45900,Yellow,C:\Users\1\Documents\PANalytical\X'Pert HighScore Plus\PDF2-2004\,"Corrosion, ICSD Pattern, Inorganic"
4568,FALSE,01-083-1868,Barium Tin Oxide,Ba3 Sn O,-,-,a 5.44800 - b 5.44800 - c 5.44800,Red,C:\Users\1\Documents\PANalytical\X'Pert HighScore Plus\PDF2-2004\,"Corrosion, ICSD Pattern, Inorganic"
4569,FALSE,01-083-1997,Platinum Oxide,Pt0.4 Pt3 O4,-,-,a 5.61200 - b 5.61200 - c 5.61200,Blue,C:\Users\1\Documents\PANalytical\X'Pert HighScore Plus\PDF2-2004\,"Alloy, metal or intermetalic, Corrosion, ICSD Pattern, Inorganic"
4570,FALSE,01-083-2046,Silver Iodide,Ag I,-,-,a 5.06200 - b 5.06200 - c 5.06200,Lime,C:\Users\1\Documents\PANalytical\X'Pert HighScore Plus\PDF2-2004\,"Corrosion, ICSD Pattern, Inorganic"
4571,FALSE,01-083-2047,Silver Iodide,Ag I,-,-,a 5.06900 - b 5.06900 - c 5.06900,Gray,C:\Users\1\Documents\PANalytical\X'Pert HighScore Plus\PDF2-2004\,"Corrosion, ICSD Pattern, Inorganic"
4572,FALSE,01-083-2048,Silver Iodide,Ag I,-,-,a 5.07900 - b 5.07900 - c 5.07900,Maroon,C:\Users\1\Documents\PANalytical\X'Pert HighScore Plus\PDF2-2004\,"Corrosion, ICSD Pattern, Inorganic"
4573,FALSE,01-083-2049,Silver Iodide,Ag I,-,-,a 5.08900 - b 5.08900 - c 5.08900,Aqua,C:\Users\1\Documents\PANalytical\X'Pert HighScore Plus\PDF2-2004\,"Corrosion, ICSD Pattern, Inorganic"
4574,FALSE,01-083-2121,Ammonium Manganese Chloride,N H4 Mn Cl3,-,-,a 5.04250 - b 5.04250 - c 5.04250,Fuchsia,C:\Users\1\Documents\PANalytical\X'Pert HighScore Plus\PDF2-2004\,"Corrosion, ICSD Pattern, Inorganic"
4575,FALSE,01-083-2122,Ammonium Manganese Chloride,N H4 Mn Cl3,-,-,a 5.04970 - b 5.04970 - c 5.04970,Yellow,C:\Users\1\Documents\PANalytical\X'Pert HighScore Plus\PDF2-2004\,"Corrosion, ICSD Pattern, Inorganic"
4576,FALSE,01-083-2154,Silver Iodide,Ag I,-,-,a 5.06200 - b 5.06200 - c 5.06200,Red,C:\Users\1\Documents\PANalytical\X'Pert HighScore Plus\PDF2-2004\,"Corrosion, ICSD Pattern, Inorganic"
4577,FALSE,01-083-2155,Silver Iodide,Ag I,-,-,a 5.07600 - b 5.07600 - c 5.07600,Blue,C:\Users\1\Documents\PANalytical\X'Pert HighScore Plus\PDF2-2004\,"Corrosion, ICSD Pattern, Inorganic"
4578,FALSE,01-083-2156,Silver Iodide,Ag I,-,-,a 5.09500 - b 5.09500 - c 5.09500,Lime,C:\Users\1\Documents\PANalytical\X'Pert HighScore Plus\PDF2-2004\,"Corrosion, ICSD Pattern, Inorganic"
4579,FALSE,01-083-2157,Silver Iodide,Ag I,-,-,a 5.10600 - b 5.10600 - c 5.10600,Gray,C:\Users\1\Documents\PANalytical\X'Pert HighScore Plus\PDF2-2004\,"Corrosion, ICSD Pattern, Inorganic"
4580,FALSE,01-083-2297,Cesium Cadmium Nitrate,Cs Cd ( N O2 )3,-,-,a 5.46600 - b 5.46600 - c 5.46600,Maroon,C:\Users\1\Documents\PANalytical\X'Pert HighScore Plus\PDF2-2004\,"Corrosion, ICSD Pattern, Inorganic"
4581,FALSE,01-084-0101,Lithium Hydroxide Bromide,Li2 ( O H ) Br,-,-,a 4.05600 - b 4.05600 - c 4.05600,Aqua,C:\Users\1\Documents\PANalytical\X'Pert HighScore Plus\PDF2-2004\,"ICSD Pattern, Inorganic"
4582,FALSE,01-084-0172,Scandium Hydride,Sc H2,-,-,a 4.78000 - b 4.78000 - c 4.78000,Fuchsia,C:\Users\1\Documents\PANalytical\X'Pert HighScore Plus\PDF2-2004\,"Alloy, metal or intermetalic, ICSD Pattern, Inorganic"
4583,FALSE,01-084-0223,Silver Sulfide Iodide,Ag2.88 S I,-,-,a 4.99300 - b 4.99300 - c 4.99300,Yellow,C:\Users\1\Documents\PANalytical\X'Pert HighScore Plus\PDF2-2004\,"Corrosion, ICSD Pattern, Inorganic"
4584,FALSE,01-084-0224,Silver Sulfide Iodide,Ag3 S I,-,-,a 4.89000 - b 4.89000 - c 4.89000,Red,C:\Users\1\Documents\PANalytical\X'Pert HighScore Plus\PDF2-2004\,"Corrosion, ICSD Pattern, Inorganic"
4585,FALSE,01-084-0254,Strontium Tin Oxide,Sr3 Sn O,-,-,a 5.12000 - b 5.12000 - c 5.12000,Blue,C:\Users\1\Documents\PANalytical\X'Pert HighScore Plus\PDF2-2004\,"Corrosion, ICSD Pattern, Inorganic"
4586,FALSE,01-084-0300,Palladium Hydride,Pd H0.64,-,-,a 4.03000 - b 4.03000 - c 4.03000,Lime,C:\Users\1\Documents\PANalytical\X'Pert HighScore Plus\PDF2-2004\,"Alloy, metal or intermetalic, Corrosion, ICSD Pattern, Inorganic"
4587,FALSE,01-084-0302,Iron Oxide,Fe0.909 O,-,-,a 4.29000 - b 4.29000 - c 4.29000,Gray,C:\Users\1\Documents\PANalytical\X'Pert HighScore Plus\PDF2-2004\,"Alloy, metal or intermetalic, Corrosion, ICSD Pattern, Inorganic, Mineral"
4588,FALSE,01-084-0437,Cesium Lead Chloride,Cs Pb Cl3,-,-,a 5.60500 - b 5.60500 - c 5.60500,Maroon,C:\Users\1\Documents\PANalytical\X'Pert HighScore Plus\PDF2-2004\,"Corrosion, ICSD Pattern, Inorganic"
4589,FALSE,01-084-0438,Cesium Lead Chloride,Cs Pb Cl3,-,-,a 5.60500 - b 5.60500 - c 5.60500,Aqua,C:\Users\1\Documents\PANalytical\X'Pert HighScore Plus\PDF2-2004\,"Corrosion, ICSD Pattern, Inorganic"
4590,FALSE,01-084-0439,Rubidium Calcium Fluoride,Rb Ca F3,-,-,a 4.44500 - b 4.44500 - c 4.44500,Fuchsia,C:\Users\1\Documents\PANalytical\X'Pert HighScore Plus\PDF2-2004\,"ICSD Pattern, Inorganic"
4591,FALSE,01-084-0440,Rubidium Calcium Fluoride,Rb Ca F3,-,-,a 4.45400 - b 4.45400 - c 4.45400,Yellow,C:\Users\1\Documents\PANalytical\X'Pert HighScore Plus\PDF2-2004\,"ICSD Pattern, Inorganic"
4592,FALSE,01-084-0441,Potassium Manganese Fluoride,K Mn F3,-,-,a 4.18200 - b 4.18200 - c 4.18200,Red,C:\Users\1\Documents\PANalytical\X'Pert HighScore Plus\PDF2-2004\,"Corrosion, ICSD Pattern, Inorganic"
4593,FALSE,01-084-0442,Potassium Manganese Fluoride,K Mn F3,-,-,a 4.19000 - b 4.19000 - c 4.19000,Blue,C:\Users\1\Documents\PANalytical\X'Pert HighScore Plus\PDF2-2004\,"ICSD Pattern, Inorganic"
4594,FALSE,01-084-0443,Strontium Titanium Oxide,Sr Ti O3,-,-,a 3.89800 - b 3.89800 - c 3.89800,Lime,C:\Users\1\Documents\PANalytical\X'Pert HighScore Plus\PDF2-2004\,"Corrosion, ICSD Pattern, Inorganic"
4595,FALSE,01-084-0450,Nickel Hydride,Ni H.75,-,-,a 3.72000 - b 3.72000 - c 3.72000,Gray,C:\Users\1\Documents\PANalytical\X'Pert HighScore Plus\PDF2-2004\,"Alloy, metal or intermetalic, Corrosion, ICSD Pattern, Inorganic"
4596,FALSE,01-084-0455,Niobium Oxide,Nb O0.76,-,-,a 5.11000 - b 5.11000 - c 5.11000,Maroon,C:\Users\1\Documents\PANalytical\X'Pert HighScore Plus\PDF2-2004\,"Alloy, metal or intermetalic, Corrosion, ICSD Pattern, Inorganic"
4597,FALSE,01-084-0464,Cesium Lead Bromide,Cs Pb Br3,-,-,a 5.60500 - b 5.60500 - c 5.60500,Aqua,C:\Users\1\Documents\PANalytical\X'Pert HighScore Plus\PDF2-2004\,"Corrosion, ICSD Pattern, Inorganic"
4598,FALSE,01-084-0487,Sodium Ammonia,Na ( N H3 )3,-,-,a 5.10800 - b 5.10800 - c 5.10800,Fuchsia,C:\Users\1\Documents\PANalytical\X'Pert HighScore Plus\PDF2-2004\,"ICSD Pattern, Inorganic"
4599,FALSE,01-084-0549,Zirconium Cadmium Oxide,Zr.8 Cd.2 O1.8,-,-,a 5.13600 - b 5.13600 - c 5.13600,Yellow,C:\Users\1\Documents\PANalytical\X'Pert HighScore Plus\PDF2-2004\,"Alloy, metal or intermetalic, Corrosion, ICSD Pattern, Inorganic"
4600,FALSE,01-084-0864,Bismuth Cadmium Oxide,( Bi.79 Cd.21 ) O1.395,-,-,a 4.28100 - b 4.28100 - c 4.28100,Red,C:\Users\1\Documents\PANalytical\X'Pert HighScore Plus\PDF2-2004\,"Corrosion, ICSD Pattern, Inorganic"
4601,FALSE,01-084-1003,Strontium Iron Titanium Oxide,Sr Fe.5 Ti.5 O2.75,-,-,a 3.90910 - b 3.90910 - c 3.90910,Blue,C:\Users\1\Documents\PANalytical\X'Pert HighScore Plus\PDF2-2004\,"Corrosion, ICSD Pattern, Inorganic"
4602,FALSE,01-084-1004,Strontium Iron Titanium Oxide,Sr Fe.5 Ti.5 O2.85,-,-,a 3.89390 - b 3.89390 - c 3.89390,Lime,C:\Users\1\Documents\PANalytical\X'Pert HighScore Plus\PDF2-2004\,"Corrosion, ICSD Pattern, Inorganic"
4603,FALSE,01-084-1090,Calcium Thorium Fluoride,Ca.925 Th.075 F2.15,-,-,a 5.52100 - b 5.52100 - c 5.52100,Gray,C:\Users\1\Documents\PANalytical\X'Pert HighScore Plus\PDF2-2004\,"ICSD Pattern, Inorganic"
4604,FALSE,01-084-1091,Calcium Thorium Fluoride,Ca.9 Th.1 F2.2,-,-,a 5.53800 - b 5.53800 - c 5.53800,Maroon,C:\Users\1\Documents\PANalytical\X'Pert HighScore Plus\PDF2-2004\,"ICSD Pattern, Inorganic"
4605,FALSE,01-084-1092,Calcium Thorium Fluoride,Ca.875 Th.125 F2.25,-,-,a 5.55500 - b 5.55500 - c 5.55500,Aqua,C:\Users\1\Documents\PANalytical\X'Pert HighScore Plus\PDF2-2004\,"ICSD Pattern, Inorganic"
4606,FALSE,01-084-1093,Calcium Thorium Fluoride,Ca.85 Th.15 F2.3,-,-,a 5.57400 - b 5.57400 - c 5.57400,Fuchsia,C:\Users\1\Documents\PANalytical\X'Pert HighScore Plus\PDF2-2004\,"ICSD Pattern, Inorganic"
4607,FALSE,01-084-1094,Calcium Thorium Fluoride,Ca.82 Th.18 F2.36,-,-,a 5.59400 - b 5.59400 - c 5.59400,Yellow,C:\Users\1\Documents\PANalytical\X'Pert HighScore Plus\PDF2-2004\,"ICSD Pattern, Inorganic"
4608,FALSE,01-084-1125,Calcium Phosphide Chloride,Ca1.85 P.85 Cl1.15,-,-,a 5.82780 - b 5.82780 - c 5.82780,Red,C:\Users\1\Documents\PANalytical\X'Pert HighScore Plus\PDF2-2004\,"ICSD Pattern, Inorganic"
4609,FALSE,01-084-1126,Calcium Phosphide Chloride,Ca3 P Cl3,-,-,a 5.68300 - b 5.68300 - c 5.68300,Blue,C:\Users\1\Documents\PANalytical\X'Pert HighScore Plus\PDF2-2004\,"ICSD Pattern, Inorganic"
4610,FALSE,01-084-1167,Silver Sulfide Iodide,Ag3 S I,-,-,a 4.89200 - b 4.89200 - c 4.89200,Lime,C:\Users\1\Documents\PANalytical\X'Pert HighScore Plus\PDF2-2004\,"Corrosion, ICSD Pattern, Inorganic"
4611,FALSE,01-084-1168,Silver Sulfide Iodide,Ag3 S I,-,-,a 4.90000 - b 4.90000 - c 4.90000,Gray,C:\Users\1\Documents\PANalytical\X'Pert HighScore Plus\PDF2-2004\,"Corrosion, ICSD Pattern, Inorganic"
4612,FALSE,01-084-1169,Silver Sulfide Iodide,Ag3 S I,-,-,a 4.90400 - b 4.90400 - c 4.90400,Maroon,C:\Users\1\Documents\PANalytical\X'Pert HighScore Plus\PDF2-2004\,"Corrosion, ICSD Pattern, Inorganic"
4613,FALSE,01-084-1170,Silver Sulfide Iodide,Ag3 S I,-,-,a 4.91200 - b 4.91200 - c 4.91200,Aqua,C:\Users\1\Documents\PANalytical\X'Pert HighScore Plus\PDF2-2004\,"Corrosion, ICSD Pattern, Inorganic"
4614,FALSE,01-084-1171,Silver Sulfide Iodide,Ag3 S I,-,-,a 4.93400 - b 4.93400 - c 4.93400,Fuchsia,C:\Users\1\Documents\PANalytical\X'Pert HighScore Plus\PDF2-2004\,"Corrosion, ICSD Pattern, Inorganic"
4615,FALSE,01-084-1172,Silver Sulfide Iodide,Ag3 S I,-,-,a 4.94600 - b 4.94600 - c 4.94600,Yellow,C:\Users\1\Documents\PANalytical\X'Pert HighScore Plus\PDF2-2004\,"Corrosion, ICSD Pattern, Inorganic"
4616,FALSE,01-084-1173,Silver Sulfide Iodide,Ag3 S I,-,-,a 4.96600 - b 4.96600 - c 4.96600,Red,C:\Users\1\Documents\PANalytical\X'Pert HighScore Plus\PDF2-2004\,"Corrosion, ICSD Pattern, Inorganic"
4617,FALSE,01-084-1174,Silver Sulfide Iodide,Ag3 S I,-,-,a 4.97000 - b 4.97000 - c 4.97000,Blue,C:\Users\1\Documents\PANalytical\X'Pert HighScore Plus\PDF2-2004\,"Corrosion, ICSD Pattern, Inorganic"
4618,FALSE,01-084-1307,Bismuth Erbium Oxide,( Bi0.75 Er0.25 )2 O3,-,-,a 5.47900 - b 5.47900 - c 5.47900,Lime,C:\Users\1\Documents\PANalytical\X'Pert HighScore Plus\PDF2-2004\,"Alloy, metal or intermetalic, ICSD Pattern, Inorganic"
4619,FALSE,01-084-1450,Bismuth Yttrium Oxide,( Bi.75 Y.25 ) O1.5,-,-,a 5.49600 - b 5.49600 - c 5.49600,Gray,C:\Users\1\Documents\PANalytical\X'Pert HighScore Plus\PDF2-2004\,"ICSD Pattern, Inorganic"
4620,FALSE,01-084-1498,Calcium Uranium Fluoride,Ca.925 U.075 F2.15,-,-,a 5.50700 - b 5.50700 - c 5.50700,Maroon,C:\Users\1\Documents\PANalytical\X'Pert HighScore Plus\PDF2-2004\,"ICSD Pattern, Inorganic"
4621,FALSE,01-084-1499,Calcium Uranium Fluoride,Ca.9 U.1 F2.2,-,-,a 5.52200 - b 5.52200 - c 5.52200,Aqua,C:\Users\1\Documents\PANalytical\X'Pert HighScore Plus\PDF2-2004\,"ICSD Pattern, Inorganic"
4622,FALSE,01-084-1500,Calcium Uranium Fluoride,Ca.865 U.135 F2.27,-,-,a 5.54100 - b 5.54100 - c 5.54100,Fuchsia,C:\Users\1\Documents\PANalytical\X'Pert HighScore Plus\PDF2-2004\,"ICSD Pattern, Inorganic"
4623,FALSE,01-084-1501,Calcium Uranium Fluoride,Ca.84 U.16 F2.32,-,-,a 5.55500 - b 5.55500 - c 5.55500,Yellow,C:\Users\1\Documents\PANalytical\X'Pert HighScore Plus\PDF2-2004\,"ICSD Pattern, Inorganic"
4624,FALSE,01-084-1502,Calcium Uranium Fluoride,Ca.81 U.19 F2.38,-,-,a 5.57500 - b 5.57500 - c 5.57500,Red,C:\Users\1\Documents\PANalytical\X'Pert HighScore Plus\PDF2-2004\,"ICSD Pattern, Inorganic"
4625,FALSE,01-084-1503,Calcium Uranium Fluoride,Ca.81 U.19 F2.38,-,-,a 5.57500 - b 5.57500 - c 5.57500,Blue,C:\Users\1\Documents\PANalytical\X'Pert HighScore Plus\PDF2-2004\,"ICSD Pattern, Inorganic"
4626,FALSE,01-084-1559,Germanium Fluoride,Ge F4,-,-,a 5.48500 - b 5.48500 - c 5.48500,Lime,C:\Users\1\Documents\PANalytical\X'Pert HighScore Plus\PDF2-2004\,"ICSD Pattern, Inorganic"
4627,FALSE,01-084-1748,Barium Tantalum Oxide Nitride,Ba Ta O2 N,-,-,a 4.11280 - b 4.11280 - c 4.11280,Gray,C:\Users\1\Documents\PANalytical\X'Pert HighScore Plus\PDF2-2004\,"Corrosion, ICSD Pattern, Inorganic"
4628,FALSE,01-084-1749,Barium Niobium Oxide Nitride,Ba Nb O2 N,-,-,a 4.12830 - b 4.12830 - c 4.12830,Maroon,C:\Users\1\Documents\PANalytical\X'Pert HighScore Plus\PDF2-2004\,"Corrosion, ICSD Pattern, Inorganic"
4629,FALSE,01-084-1770,Copper Sulfide,Cu2 S,-,-,a 5.62860 - b 5.62860 - c 5.62860,Aqua,C:\Users\1\Documents\PANalytical\X'Pert HighScore Plus\PDF2-2004\,"Alloy, metal or intermetalic, Corrosion, ICSD Pattern, Inorganic"
4630,FALSE,01-084-1827,Calcium Zirconium Oxide,Zr0.85 Ca0.15 O1.85,-,-,a 5.15800 - b 5.15800 - c 5.15800,Fuchsia,C:\Users\1\Documents\PANalytical\X'Pert HighScore Plus\PDF2-2004\,"Corrosion, ICSD Pattern, Inorganic"
4631,FALSE,01-084-1828,Calcium Zirconium Oxide,Ca0.15 Zr0.85 O1.85,-,-,a 5.19400 - b 5.19400 - c 5.19400,Yellow,C:\Users\1\Documents\PANalytical\X'Pert HighScore Plus\PDF2-2004\,"Corrosion, ICSD Pattern, Inorganic"
4632,FALSE,01-084-1829,Calcium Zirconium Oxide,Ca0.15 Zr0.85 O1.85,-,-,a 5.22500 - b 5.22500 - c 5.22500,Red,C:\Users\1\Documents\PANalytical\X'Pert HighScore Plus\PDF2-2004\,"Corrosion, ICSD Pattern, Inorganic, Mineral"
4633,FALSE,01-084-2094,Praseodymium Nitride Fluoride,Pr N0.37 F1.93,-,-,a 5.77230 - b 5.77230 - c 5.77230,Blue,C:\Users\1\Documents\PANalytical\X'Pert HighScore Plus\PDF2-2004\,"ICSD Pattern, Inorganic"
4634,FALSE,01-084-2095,Cerium Nitride Fluoride,Ce N0.36 F1.96,-,-,a 5.80270 - b 5.80270 - c 5.80270,Lime,C:\Users\1\Documents\PANalytical\X'Pert HighScore Plus\PDF2-2004\,"ICSD Pattern, Inorganic"
4635,FALSE,01-084-2332,Osmium Sulfide,Os S2,-,-,a 5.61940 - b 5.61940 - c 5.61940,Gray,C:\Users\1\Documents\PANalytical\X'Pert HighScore Plus\PDF2-2004\,"Alloy, metal or intermetalic, Corrosion, ICSD Pattern, Inorganic, Mineral"
4636,FALSE,01-084-2383,Barium Lead Antimony Bismuth Oxide,Ba Pb0.70 Sb0.25 Bi0.05 O3,-,-,a 4.25600 - b 4.25600 - c 4.25600,Maroon,C:\Users\1\Documents\PANalytical\X'Pert HighScore Plus\PDF2-2004\,"Corrosion, ICSD Pattern, Inorganic"
4637,FALSE,01-085-0186,Calcium Germanium Oxide,Ca3 Ge O,-,-,a 4.72800 - b 4.72800 - c 4.72800,Aqua,C:\Users\1\Documents\PANalytical\X'Pert HighScore Plus\PDF2-2004\,"ICSD Pattern, Inorganic"
4638,FALSE,01-085-0548,Helium,He,-,-,a 4.24200 - b 4.24200 - c 4.24200,Fuchsia,C:\Users\1\Documents\PANalytical\X'Pert HighScore Plus\PDF2-2004\,"Alloy, metal or intermetalic, ICSD Pattern, Inorganic, Pharmaceutical"
4639,FALSE,01-085-0616,Hydrogen Sulfide,H2 S,-,-,a 5.79700 - b 5.79700 - c 5.79700,Yellow,C:\Users\1\Documents\PANalytical\X'Pert HighScore Plus\PDF2-2004\,"Alloy, metal or intermetalic, Corrosion, ICSD Pattern, Inorganic"
4640,FALSE,01-085-0617,Deuterium Sulfide,D2 S,-,-,a 5.71200 - b 5.71200 - c 5.71200,Red,C:\Users\1\Documents\PANalytical\X'Pert HighScore Plus\PDF2-2004\,"Alloy, metal or intermetalic, Corrosion, ICSD Pattern, Inorganic"
4641,FALSE,01-085-0627,Argon,Ar,-,-,a 5.25600 - b 5.25600 - c 5.25600,Blue,C:\Users\1\Documents\PANalytical\X'Pert HighScore Plus\PDF2-2004\,"Alloy, metal or intermetalic, ICSD Pattern, Inorganic"
4642,FALSE,01-085-0723,Cesium Hydrogen Sulfide,Cs S H,-,-,a 4.30000 - b 4.30000 - c 4.30000,Lime,C:\Users\1\Documents\PANalytical\X'Pert HighScore Plus\PDF2-2004\,"Alloy, metal or intermetalic, Corrosion, ICSD Pattern, Inorganic"
4643,FALSE,01-085-0751,Deuterium Sulfide,D2 S,-,-,a 5.73900 - b 5.73900 - c 5.73900,Gray,C:\Users\1\Documents\PANalytical\X'Pert HighScore Plus\PDF2-2004\,"Alloy, metal or intermetalic, ICSD Pattern, Inorganic"
4644,FALSE,01-085-0825,Deuterium,D2,-,-,a 5.08100 - b 5.08100 - c 5.08100,Maroon,C:\Users\1\Documents\PANalytical\X'Pert HighScore Plus\PDF2-2004\,"Alloy, metal or intermetalic, ICSD Pattern, Inorganic"
4645,FALSE,01-085-0827,Deuterium,D2,-,-,a 5.08400 - b 5.08400 - c 5.08400,Aqua,C:\Users\1\Documents\PANalytical\X'Pert HighScore Plus\PDF2-2004\,"Alloy, metal or intermetalic, ICSD Pattern, Inorganic"
4646,FALSE,01-085-0834,Hydrogen,H2,-,-,a 5.21000 - b 5.21000 - c 5.21000,Fuchsia,C:\Users\1\Documents\PANalytical\X'Pert HighScore Plus\PDF2-2004\,"Alloy, metal or intermetalic, Corrosion, ICSD Pattern, Inorganic"
4647,FALSE,01-085-0835,Deuterium,D2,-,-,a 5.21000 - b 5.21000 - c 5.21000,Yellow,C:\Users\1\Documents\PANalytical\X'Pert HighScore Plus\PDF2-2004\,"Alloy, metal or intermetalic, ICSD Pattern, Inorganic"
4648,FALSE,01-085-0855,Europium Fluoride,Eu F2,-,-,a 5.79600 - b 5.79600 - c 5.79600,Red,C:\Users\1\Documents\PANalytical\X'Pert HighScore Plus\PDF2-2004\,"ICSD Pattern, Inorganic"
